annotation;enumeration_value
Сивяковское, Читинское, Забайкальский край;75:25:3
Черновское, Читинское, Забайкальский край;75:25:4
Верхне-Хилинское, Шилкинское, Забайкальский край;75:26:1
Зубаревское, Шилкинское, Забайкальский край;75:26:2
Шилкинское, Шилкинское, Забайкальский край;75:26:3
Алханайское, НП Алханай, Забайкальский край;75:29:1
Ара-Илинское, НП Алханай, Забайкальский край;75:29:2
Краснояровское, НП Алханай, Забайкальский край;75:29:3
Акшинское, Акшинское, Забайкальский край;75:2:1
Нарасунское, Акшинское, Забайкальский край;75:2:2
Урейское, Акшинское, Забайкальский край;75:2:3
Усть-Илинское, Акшинское, Забайкальский край;75:2:4
Акатуйское, Александровско-Заводское, Забайкальский край;75:3:1
Акурайское, Александровско-Заводское, Забайкальский край;75:3:2
Александровско-Заводское, Александровско-Заводское, Забайкальский край;75:3:3
Борзинское, Александровско-Заводское, Забайкальский край;75:3:4
Кличкинское, Александровско-Заводское, Забайкальский край;75:3:5
Курунзулайское, Александровско-Заводское, Забайкальский край;75:3:6
Калганское, Аргунское, Забайкальский край;75:4:1
Нерчинско-Заводское, Аргунское, Забайкальский край;75:4:2
Уровское, Аргунское, Забайкальский край;75:4:3
Бадинское, Бадинское, Забайкальский край;75:5:1
Жипхегенское, Бадинское, Забайкальский край;75:5:2
Балейское, Балейское, Забайкальский край;75:6:1
Калангуйское, Балейское, Забайкальский край;75:6:2
Оловяннинское, Балейское, Забайкальский край;75:6:3
Талангуйское, Балейское, Забайкальский край;75:6:4
Улятуйское, Балейское, Забайкальский край;75:6:5
Ундинское, Балейское, Забайкальский край;75:6:6
Беклемишевское, Беклемишевское, Забайкальский край;75:7:1
Озерное, Беклемишевское, Забайкальский край;75:7:2
Сохондинское, Беклемишевское, Забайкальский край;75:7:3
Яблоновское, Беклемишевское, Забайкальский край;75:7:4
Бургенское, Верхне-Читинское, Забайкальский край;75:8:1
Верхне-Читинское, Верхне-Читинское, Забайкальский край;75:8:2
Новотроицкое, Верхне-Читинское, Забайкальский край;75:8:3
Учебно-Опытное, Верхне-Читинское, Забайкальский край;75:8:4
Газимуро-Заводское, Газимуро-Заводское, Забайкальский край;75:9:1
Кактолгинское, Газимуро-Заводское, Забайкальский край;75:9:2
Курлеинское, Газимуро-Заводское, Забайкальский край;75:9:3
Козское, Пречистенское, Ярославская область;76:10:1
Макаровское, Пречистенское, Ярославская область;76:10:2
Марфинское, Пречистенское, Ярославская область;76:10:3
Первомайское, Пречистенское, Ярославская область;76:10:4
Скалинское, Пречистенское, Ярославская область;76:10:5
Петровское, Ростовское, Ярославская область;76:11:1
Ростовское, Ростовское, Ярославская область;76:11:2
Арефинское, Рыбинское, Ярославская область;76:12:1
Борзовское, Рыбинское, Ярославская область;76:12:2
Ломовское, Рыбинское, Ярославская область;76:12:3
Приволжское, Рыбинское, Ярославская область;76:12:4
Пригородное, Рыбинское, Ярославская область;76:12:5
Тутаевское, Тутаевское, Ярославская область;76:13:1
Чебаковское, Тутаевское, Ярославская область;76:13:2
Заволжское, Угличское, Ярославская область;76:14:1
Ильинское, Угличское, Ярославская область;76:14:2
Покровское, Угличское, Ярославская область;76:14:3
Угличское, Угличское, Ярославская область;76:14:4
Некрасовское, Ярославское, Ярославская область;76:15:1
Пригородное, Ярославское, Ярославская область;76:15:2
Яковлевское, Ярославское, Ярославская область;76:15:3
Большесельское, Большесельское, Ярославская область;76:1:1
Новосельское, Большесельское, Ярославская область;76:1:2
Борисоглебское, Борисоглебское, Ярославская область;76:2:1
Высоковское, Борисоглебское, Ярославская область;76:2:2
Неверковское, Борисоглебское, Ярославская область;76:2:3
Брейтовское, Брейтовское, Ярославская область;76:3:1
Ситское, Брейтовское, Ярославская область;76:3:2
Курбское, Гаврилов-Ямское, Ярославская область;76:4:1
Ставотинское, Гаврилов-Ямское, Ярославская область;76:4:2
Даниловское, Даниловское, Ярославская область;76:5:1
Ивановское, Даниловское, Ярославская область;76:5:2
Середское, Даниловское, Ярославская область;76:5:3
Бедаревское, Любимское, Ярославская область;76:6:1
Кулижское, Любимское, Ярославская область;76:6:2
Любимское, Любимское, Ярославская область;76:6:3
Павловское, Любимское, Ярославская область;76:6:4
Воскресенское, Некоузское, Ярославская область;76:7:1
Мышкинское, Некоузское, Ярославская область;76:7:2
Некоузское, Некоузское, Ярославская область;76:7:3
Заладьевское, Переславское, Ярославская область;76:8:1
Переславское, Переславское, Ярославская область;76:8:2
Рогозининское, Переславское, Ярославская область;76:8:3
Рязанцевское, Переславское, Ярославская область;76:8:4
Сольбинское, Переславское, Ярославская область;76:8:5
Белосельское, Пошехонское, Ярославская область;76:9:1
Вязовское, Пошехонское, Ярославская область;76:9:2
Ермаковское, Пошехонское, Ярославская область;76:9:3
Люксембургское, Пошехонское, Ярославская область;76:9:4
Согожское, Пошехонское, Ярославская область;76:9:5
Ухринское, Пошехонское, Ярославская область;76:9:6
Кипенское, Курортное, Санкт-Петербург - город федерального значения;78:1:1
Комаровское, Курортное, Санкт-Петербург - город федерального значения;78:1:2
Молодежное, Курортное, Санкт-Петербург - город федерального значения;78:1:3
Песочинское, Курортное, Санкт-Петербург - город федерального значения;78:1:4
Приморское, Курортное, Санкт-Петербург - город федерального значения;78:1:5
Сестрорецкое, Курортное, Санкт-Петербург - город федерального значения;78:1:6
Биробиджанское, Биробиджанское, Еврейская автономная область;79:1:1
Бобрихинское, Биробиджанское, Еврейская автономная область;79:1:2
Городское, Биробиджанское, Еврейская автономная область;79:1:3
Желтояровское, Биробиджанское, Еврейская автономная область;79:1:4
Смидовичское, Биробиджанское, Еврейская автономная область;79:1:5
Бирское, Бирское, Еврейская автономная область;79:2:1
Будуканское, Бирское, Еврейская автономная область;79:2:2
Лондоковское, Бирское, Еврейская автономная область;79:2:3
Успеновское, Бирское, Еврейская автономная область;79:2:4
Бираканское, Кульдурское, Еврейская автономная область;79:3:1
Известковое, Кульдурское, Еврейская автономная область;79:3:2
Кульдурское, Кульдурское, Еврейская автономная область;79:3:3
Теплоозерское, Кульдурское, Еврейская автономная область;79:3:4
Биджанское, Ленинское, Еврейская автономная область;79:4:1
Ленинское, Ленинское, Еврейская автономная область;79:4:2
Дичунское, Облученское, Еврейская автономная область;79:5:1
Облученское, Облученское, Еврейская автономная область;79:5:2
Сутарское, Облученское, Еврейская автономная область;79:5:3
Биджанское, Октябрьское, Еврейская автономная область;79:6:1
Полевое, Октябрьское, Еврейская автономная область;79:6:2
Помпеевское, Октябрьское, Еврейская автономная область;79:6:3
Самарское, Октябрьское, Еврейская автономная область;79:6:4
Горное, ГПЗ Бастак, Еврейская автономная область;79:7:1
Забеловское, ГПЗ Бастак, Еврейская автономная область;79:7:2
Икуринское, ГПЗ Бастак, Еврейская автономная область;79:7:3
Раздольненское, ГПЗ Бастак, Еврейская автономная область;79:7:4
Артёмовское, Амвросиевское, Донецкая Народная Республика;80:1:1
Благодатновское, Амвросиевское, Донецкая Народная Республика;80:1:2
Нижегородское, Амвросиевское, Донецкая Народная Республика;80:1:3
Степано-Крынское, Амвросиевское, Донецкая Народная Республика;80:1:4
Великоанадольское, Великоанадольское, Донецкая Народная Республика;80:2:1
Великоновоселковское, Великоанадольское, Донецкая Народная Республика;80:2:2
Златоусовское, Великоанадольское, Донецкая Народная Республика;80:2:3
Мариупольская лесная НИС, Великоанадольское, Донецкая Народная Республика;80:2:4
Ялынское, Великоанадольское, Донецкая Народная Республика;80:2:5
Горловское, Горловское, Донецкая Народная Республика;80:3:1
Дзержинское, Горловское, Донецкая Народная Республика;80:3:2
Енакиевское, Горловское, Донецкая Народная Республика;80:3:3
Ясиноватское, Горловское, Донецкая Народная Республика;80:3:4
Кировское, Донецкое, Донецкая Народная Республика;80:4:1
Макеевское, Донецкое, Донецкая Народная Республика;80:4:2
Петровское, Донецкое, Донецкая Народная Республика;80:4:3
Пролетарское, Донецкое, Донецкая Народная Республика;80:4:4
Дробышевское, Краснолиманское, Донецкая Народная Республика;80:5:1
Краснолиманское им. С.И. Склярова, Краснолиманское, Донецкая Народная Республика;80:5:2
Ямпольское, Краснолиманское, Донецкая Народная Республика;80:5:3
Азовское, Приазовское, Донецкая Народная Республика;80:6:1
Курское, Приазовское, Донецкая Народная Республика;80:6:2
Федоровское, Приазовское, Донецкая Народная Республика;80:6:3
Янисольское, Приазовское, Донецкая Народная Республика;80:6:4
Старобешевское, Старобешевское, Донецкая Народная Республика;80:7:1
Новоазовское, Тельмановское, Донецкая Народная Республика;80:8:1
Староигнатовское, Тельмановское, Донецкая Народная Республика;80:8:2
Тельмановское, Тельмановское, Донецкая Народная Республика;80:8:3
Дмитровское, Торезское, Донецкая Народная Республика;80:9:1
Снежнянское, Торезское, Донецкая Народная Республика;80:9:2
Торезское, Торезское, Донецкая Народная Республика;80:9:3
Шахтерское, Торезское, Донецкая Народная Республика;80:9:4
Кондрашевское, Станично-Луганское, Луганская Народная республика;81:10:1
Малиновское, Станично-Луганское, Луганская Народная республика;81:10:2
Песчаное, Станично-Луганское, Луганская Народная республика;81:10:3
Станично-Луганское, Станично-Луганское, Луганская Народная республика;81:10:4
Счастьенское, Станично-Луганское, Луганская Народная республика;81:10:5
Чугинское, Станично-Луганское, Луганская Народная республика;81:10:6
Белолуцкое, Старобельское, Луганская Народная республика;81:11:1
Новобелянское, Старобельское, Луганская Народная республика;81:11:2
Новопсковское, Старобельское, Луганская Народная республика;81:11:3
Старобельское, Старобельское, Луганская Народная республика;81:11:4
Беловодское, Беловодское, Луганская Народная республика;81:1:1
Бондаровское, Беловодское, Луганская Народная республика;81:1:2
Евсугское, Беловодское, Луганская Народная республика;81:1:3
Марковское, Беловодское, Луганская Народная республика;81:1:4
Меловское, Беловодское, Луганская Народная республика;81:1:5
Никольское, Беловодское, Луганская Народная республика;81:1:6
Алексеевское, Белокуракинское, Луганская Народная республика;81:2:1
Белокуракинское, Белокуракинское, Луганская Народная республика;81:2:2
Лозно-Александровское, Белокуракинское, Луганская Народная республика;81:2:3
Троицкое, Белокуракинское, Луганская Народная республика;81:2:4
Антрацитовское, Ивановское, Луганская Народная республика;81:3:1
Дьяковское, Ивановское, Луганская Народная республика;81:3:2
Ивановское, Ивановское, Луганская Народная республика;81:3:3
Краснокутское, Ивановское, Луганская Народная республика;81:3:4
Успенское, Ивановское, Луганская Народная республика;81:3:5
Чернухинское, Ивановское, Луганская Народная республика;81:3:6
Щетовское, Ивановское, Луганская Народная республика;81:3:7
Боровенское, Кременское, Луганская Народная республика;81:4:1
Веригинское, Кременское, Луганская Народная республика;81:4:2
Житловское, Кременское, Луганская Народная республика;81:4:3
Комсомольское, Кременское, Луганская Народная республика;81:4:4
Кудряшовское, Кременское, Луганская Народная республика;81:4:5
Новокраснянское, Кременское, Луганская Народная республика;81:4:6
Серебрянское, Кременское, Луганская Народная республика;81:4:7
Сеточное, Кременское, Луганская Народная республика;81:4:8
Старокраснянское, Кременское, Луганская Народная республика;81:4:9
Веселогоровское, Луганское, Луганская Народная республика;81:5:1
Красноярское, Луганское, Луганская Народная республика;81:5:2
Луганское, Луганское, Луганская Народная республика;81:5:3
Николаевское, Луганское, Луганская Народная республика;81:5:4
Перевальское, Луганское, Луганская Народная республика;81:5:5
Славяносербское, Луганское, Луганская Народная республика;81:5:6
Стахановское, Луганское, Луганская Народная республика;81:5:7
Ахтырское, Новоайдарское, Луганская Народная республика;81:6:1
Гречишкинское, Новоайдарское, Луганская Народная республика;81:6:2
Капитановское, Новоайдарское, Луганская Народная республика;81:6:3
Новоайдарское, Новоайдарское, Луганская Народная республика;81:6:4
Песчаное, Новоайдарское, Луганская Народная республика;81:6:5
Райгородское, Новоайдарское, Луганская Народная республика;81:6:6
Трехизбенское, Новоайдарское, Луганская Народная республика;81:6:7
Мостковское, Сватовское, Луганская Народная республика;81:7:1
Сватовское, Сватовское, Луганская Народная республика;81:7:2
Краснодонское, Свердловское, Луганская Народная республика;81:8:1
Ореховское, Свердловское, Луганская Народная республика;81:8:2
Ровеньковское, Свердловское, Луганская Народная республика;81:8:3
Свердловское, Свердловское, Луганская Народная республика;81:8:4
Бобровское, Северодонецкое, Луганская Народная республика;81:9:1
Боровское, Северодонецкое, Луганская Народная республика;81:9:2
Попаснянское, Северодонецкое, Луганская Народная республика;81:9:3
Северодонецкое, Северодонецкое, Луганская Народная республика;81:9:4
Тошковское, Северодонецкое, Луганская Народная республика;81:9:5
Комсомольское, Судакское, Республика Крым;82:10:1
Морское, Судакское, Республика Крым;82:10:2
Приветненское, Судакское, Республика Крым;82:10:3
Приморское, Судакское, Республика Крым;82:10:4
Судакское, Судакское, Республика Крым;82:10:5
"Гурзуфское, ГПЗ ""Ялтинский горно-лесной"", Республика Крым";82:12:1
"Ливадийское, ГПЗ ""Ялтинский горно-лесной"", Республика Крым";82:12:2
"Алупкинское, ГПЗ ""Ялтинский горно-лесной"", Республика Крым";82:12:3
"Оползневское, ГПЗ ""Ялтинский горно-лесной"", Республика Крым";82:12:4
Красногвардейское, Степное, Республика Крым;82:15:1
Раздольненское, Степное, Республика Крым;82:15:2
Алуштинское, Алуштинское, Республика Крым;82:1:1
Запрудненское, Алуштинское, Республика Крым;82:1:2
Солнечногорское, Алуштинское, Республика Крым;82:1:3
Верхореченское, Бахчисарайское, Республика Крым;82:2:1
Михайловское, Бахчисарайское, Республика Крым;82:2:2
Привольное, Бахчисарайское, Республика Крым;82:2:3
Белогорское, Белогорское, Республика Крым;82:3:1
Новокленовское, Белогорское, Республика Крым;82:3:2
Подгорное, Белогорское, Республика Крым;82:3:3
Пристепное, Белогорское, Республика Крым;82:3:4
Прияйлинское, Белогорское, Республика Крым;82:3:5
Ущельное, Белогорское, Республика Крым;82:3:6
Холодная гора, Белогорское, Республика Крым;82:3:7
Джанкойское, Джанкойское, Республика Крым;82:4:1
Красногвардейское, Джанкойское, Республика Крым;82:4:2
Евпаторийское, Евпаторийское, Республика Крым;82:5:1
Сакское, Евпаторийское, Республика Крым;82:5:2
Куйбышевское, Куйбышевское, Республика Крым;82:6:1
Соколинское, Куйбышевское, Республика Крым;82:6:2
Сосновое, Куйбышевское, Республика Крым;82:6:3
Красноперекопское, Раздольненское, Республика Крым;82:7:1
Раздольненское, Раздольненское, Республика Крым;82:7:2
Красногорское, Симферопольское, Республика Крым;82:8:1
Лесопарковое, Симферопольское, Республика Крым;82:8:2
Межгорское, Симферопольское, Республика Крым;82:8:3
Партизанское, Симферопольское, Республика Крым;82:8:4
Перевальненское, Симферопольское, Республика Крым;82:8:5
Пионерское, Симферопольское, Республика Крым;82:8:6
Грушевское, Старокрымское, Республика Крым;82:9:1
Керченское, Старокрымское, Республика Крым;82:9:2
Ленинское, Старокрымское, Республика Крым;82:9:3
Октябрьское, Старокрымское, Республика Крым;82:9:4
Старокрымское, Старокрымское, Республика Крым;82:9:5
Феодосийское, Старокрымское, Республика Крым;82:9:6
Без деления на участковые лесничества, Ненецкое, Ненецкий автономный округ;83:1:00
Алешкинское, Алешкинское, Херсонская область;84:1:1
Белозерское, Алешкинское, Херсонская область;84:1:2
Костогрызовское, Алешкинское, Херсонская область;84:1:3
Крынковское, Алешкинское, Херсонская область;84:1:4
Пролетарское, Алешкинское, Херсонская область;84:1:5
Токаревское, Алешкинское, Херсонская область;84:1:6
Херсонское, Алешкинское, Херсонская область;84:1:7
Великоалександровское, Великоалександровское, Херсонская область;84:2:1
Гавриловское, Великоалександровское, Херсонская область;84:2:2
Заградовское, Великоалександровское, Херсонская область;84:2:3
Калининское, Великоалександровское, Херсонская область;84:2:4
Качкаревское, Великоалександровское, Херсонская область;84:2:5
Снигиревское, Великоалександровское, Херсонская область;84:2:6
Великокопанское, Великокопанское, Херсонская область;84:3:1
Днепровское, Великокопанское, Херсонская область;84:3:2
Корсунское, Великокопанское, Херсонская область;84:3:3
Новомаячковское, Великокопанское, Херсонская область;84:3:4
Раденское, Великокопанское, Херсонская область;84:3:5
Гладковское, Голопристанское, Херсонская область;84:4:1
Голопристанское, Голопристанское, Херсонская область;84:4:2
Збурьевское, Голопристанское, Херсонская область;84:4:3
Кардашинское, Голопристанское, Херсонская область;84:4:4
Чулаковское, Голопристанское, Херсонская область;84:4:5
Бериславское, Каховское, Херсонская область;84:5:1
Великолепетихское, Каховское, Херсонская область;84:5:2
Горностаевское, Каховское, Херсонская область;84:5:3
Краснополянское, Каховское, Херсонская область;84:5:4
Новокаховское, Каховское, Херсонская область;84:5:5
Первомаевское, Каховское, Херсонская область;84:5:6
Гаевское, Новотроицкое, Херсонская область;84:6:1
Нижнесерогозское, Новотроицкое, Херсонская область;84:6:2
Новотроицкое, Новотроицкое, Херсонская область;84:6:3
Чонгарское, Новотроицкое, Херсонская область;84:6:4
Васильевское, Рыбальченское, Херсонская область;84:7:1
Геройское, Рыбальченское, Херсонская область;84:7:2
Ивановское, Рыбальченское, Херсонская область;84:7:3
Кинбурнское, Рыбальченское, Херсонская область;84:7:4
Рыбальченское, Рыбальченское, Херсонская область;84:7:5
Буркутское, Скадовское, Херсонская область;84:8:1
Виноградовское, Скадовское, Херсонская область;84:8:2
Джарылгачское, Скадовское, Херсонская область;84:8:3
Скадовское, Скадовское, Херсонская область;84:8:4
Андреевское, Бердянское, Запорожская область;85:1:1
Бердянское, Бердянское, Запорожская область;85:1:2
Куйбышевское, Бердянское, Запорожская область;85:1:3
Осипенковское, Бердянское, Запорожская область;85:1:4
Приморское, Бердянское, Запорожская область;85:1:5
Токмакское, Бердянское, Запорожская область;85:1:6
Черниговское, Бердянское, Запорожская область;85:1:7
Богатырское, Мелитопольское, Запорожская область;85:2:1
Великобелозерское, Мелитопольское, Запорожская область;85:2:2
Каменско-Днепровское, Мелитопольское, Запорожская область;85:2:3
Михайловское, Мелитопольское, Запорожская область;85:2:4
Приазовское, Мелитопольское, Запорожская область;85:2:5
Старо-Бердянское, Мелитопольское, Запорожская область;85:2:6
Кедровское, Самаровское, Ханты-Мансийский автономный округ - Югра;86:10:1
Правдинское, Самаровское, Ханты-Мансийский автономный округ - Югра;86:10:2
Троицкое, Самаровское, Ханты-Мансийский автономный округ - Югра;86:10:3
Ханты-Мансийское, Самаровское, Ханты-Мансийский автономный округ - Югра;86:10:4
Арантурское, Советское, Ханты-Мансийский автономный округ - Югра;86:11:1
Зеленоборское, Советское, Ханты-Мансийский автономный округ - Югра;86:11:2
Картопское, Советское, Ханты-Мансийский автономный округ - Югра;86:11:3
Мулымское, Советское, Ханты-Мансийский автономный округ - Югра;86:11:4
Пионерское, Советское, Ханты-Мансийский автономный округ - Югра;86:11:5
Самзасское, Советское, Ханты-Мансийский автономный округ - Югра;86:11:6
Таежное, Советское, Ханты-Мансийский автономный округ - Югра;86:11:7
Торское, Советское, Ханты-Мансийский автономный округ - Югра;86:11:8
Эсское, Советское, Ханты-Мансийский автономный округ - Югра;86:11:9
Когалымское, Сургутское, Ханты-Мансийский автономный округ - Югра;86:12:1
Нижне-Сартымское, Сургутское, Ханты-Мансийский автономный округ - Югра;86:12:2
Пимское, Сургутское, Ханты-Мансийский автономный округ - Югра;86:12:3
Русскинское, Сургутское, Ханты-Мансийский автономный округ - Югра;86:12:4
Сургутское, Сургутское, Ханты-Мансийский автономный округ - Югра;86:12:5
Сытоминское, Сургутское, Ханты-Мансийский автономный округ - Югра;86:12:6
Ульт-Ягунское, Сургутское, Ханты-Мансийский автономный округ - Югра;86:12:7
Верхне-Кондинское, Урайское, Ханты-Мансийский автономный округ - Югра;86:13:1
Урайское, Урайское, Ханты-Мансийский автономный округ - Югра;86:13:2
Учинское, Урайское, Ханты-Мансийский автономный округ - Югра;86:13:3
Локосовское, Юганское, Ханты-Мансийский автономный округ - Югра;86:14:1
Тайлаковское, Юганское, Ханты-Мансийский автономный округ - Югра;86:14:2
Угутское, Юганское, Ханты-Мансийский автономный округ - Югра;86:14:3
Хангокуртское, ГПЗ Малая Сосьва, Ханты-Мансийский автономный округ - Югра;86:15:01
Ханлазинское, ГПЗ Малая Сосьва, Ханты-Мансийский автономный округ - Югра;86:15:02
Шухтунгортское, ГПЗ Малая Сосьва, Ханты-Мансийский автономный округ - Югра;86:15:03
Колек-Еганское, Аганское, Ханты-Мансийский автономный округ - Югра;86:1:1
Новоаганское, Аганское, Ханты-Мансийский автономный округ - Югра;86:1:2
Радужнинское, Аганское, Ханты-Мансийский автономный округ - Югра;86:1:3
Без деления на участковые лесничества, Городские леса г. Лангепас, Ханты-Мансийский автономный округ - Югра;86:21:00
Казымское, Белоярское, Ханты-Мансийский автономный округ - Югра;86:2:1
Лыхминское, Белоярское, Ханты-Мансийский автономный округ - Югра;86:2:2
Полноватское, Белоярское, Ханты-Мансийский автономный округ - Югра;86:2:3
Березовское, Берёзовское, Ханты-Мансийский автономный округ - Югра;86:3:1
Саранпаульское, Берёзовское, Ханты-Мансийский автономный округ - Югра;86:3:2
Сосьвинское, Берёзовское, Ханты-Мансийский автономный округ - Югра;86:3:3
Без деления на участковые лесничества, Советское городское, Ханты-Мансийский автономный округ - Югра;86:41:00
Болчаровское, Кондинское, Ханты-Мансийский автономный округ - Югра;86:4:1
Карымское, Кондинское, Ханты-Мансийский автономный округ - Югра;86:4:2
Кондинское, Кондинское, Ханты-Мансийский автономный округ - Югра;86:4:3
Куминское, Кондинское, Ханты-Мансийский автономный округ - Югра;86:4:4
Леушинское, Кондинское, Ханты-Мансийский автономный округ - Югра;86:4:5
Морткинское, Кондинское, Ханты-Мансийский автономный округ - Югра;86:4:6
Куль-Еганское, Мегионское, Ханты-Мансийский автономный округ - Югра;86:5:1
Лангепасское, Мегионское, Ханты-Мансийский автономный округ - Югра;86:5:2
Октябрьское, Мегионское, Ханты-Мансийский автономный округ - Югра;86:5:3
Покачевское, Мегионское, Ханты-Мансийский автономный округ - Югра;86:5:4
Сарт-Еганское, Мегионское, Ханты-Мансийский автономный округ - Югра;86:5:5
Куть-Яхское, Нефтеюганское, Ханты-Мансийский автономный округ - Югра;86:6:1
Лемпинское, Нефтеюганское, Ханты-Мансийский автономный округ - Югра;86:6:2
Нефтеюганское, Нефтеюганское, Ханты-Мансийский автономный округ - Югра;86:6:3
Пывь-Яхское, Нефтеюганское, Ханты-Мансийский автономный округ - Югра;86:6:4
Салымское, Нефтеюганское, Ханты-Мансийский автономный округ - Югра;86:6:5
Юнг-Яхское, Нефтеюганское, Ханты-Мансийский автономный округ - Югра;86:6:6
Излучинское, Нижневартовское, Ханты-Мансийский автономный округ - Югра;86:7:1
Корликовское, Нижневартовское, Ханты-Мансийский автономный округ - Югра;86:7:2
Ларьякское, Нижневартовское, Ханты-Мансийский автономный округ - Югра;86:7:3
Нижневартовское, Нижневартовское, Ханты-Мансийский автономный округ - Югра;86:7:4
Охтеурское, Нижневартовское, Ханты-Мансийский автономный округ - Югра;86:7:5
Няксимвольское, Няксимвольское, Ханты-Мансийский автономный округ - Югра;86:8:1
Хуранское, Няксимвольское, Ханты-Мансийский автономный округ - Югра;86:8:2
Ендырское, Октябрьское, Ханты-Мансийский автономный округ - Югра;86:9:1
Няганское, Октябрьское, Ханты-Мансийский автономный округ - Югра;86:9:2
Обское, Октябрьское, Ханты-Мансийский автономный округ - Югра;86:9:3
Октябрьское, Октябрьское, Ханты-Мансийский автономный округ - Югра;86:9:4
Перегребинское, Октябрьское, Ханты-Мансийский автономный округ - Югра;86:9:5
Ун-Юганское, Октябрьское, Ханты-Мансийский автономный округ - Югра;86:9:6
Анюйское, Чукотское, Чукотский автономный округ;87:1:1
Билибинское, Чукотское, Чукотский автономный округ;87:1:2
Марковское, Чукотское, Чукотский автономный округ;87:1:3
Омолонское, Чукотское, Чукотский автономный округ;87:1:4
Без деления на участковые лесничества, Муравленковское, Ямало-Ненецкий автономный округ;88:15:00
Красноселькупское, Красноселькупское, Ямало-Ненецкий автономный округ;88:1:1
Раттинское, Красноселькупское, Ямало-Ненецкий автономный округ;88:1:2
Толькинское, Красноселькупское, Ямало-Ненецкий автономный округ;88:1:3
Лонг-Юганское, Надымское, Ямало-Ненецкий автономный округ;88:2:1
Надымское, Надымское, Ямало-Ненецкий автономный округ;88:2:2
Пангодинское, Надымское, Ямало-Ненецкий автономный округ;88:2:3
Вынгапуровское, Ноябрьское, Ямало-Ненецкий автономный округ;88:3:1
Муравленковское, Ноябрьское, Ямало-Ненецкий автономный округ;88:3:2
Ноябрьское, Ноябрьское, Ямало-Ненецкий автономный округ;88:3:3
Пурпейское, Таркосалинское, Ямало-Ненецкий автономный округ;88:4:1
Таркосалинское, Таркосалинское, Ямало-Ненецкий автономный округ;88:4:2
Уренгойское, Таркосалинское, Ямало-Ненецкий автономный округ;88:4:3
Горковское, Ямальское, Ямало-Ненецкий автономный округ;88:5:1
Мужевское, Ямальское, Ямало-Ненецкий автономный округ;88:5:2
Приуральское, Ямальское, Ямало-Ненецкий автономный округ;88:5:3
Раттинское, ГПЗ Верхне-Тазовский, Ямало-Ненецкий автономный округ;88:6:1
Поколькое, ГПЗ Верхне-Тазовский, Ямало-Ненецкий автономный округ;88:6:2
Мекензиевское, Севастопольское, Севастополь - город федерального значения;89:1:1
Орлиновское, Севастопольское, Севастополь - город федерального значения;89:1:2
Севастопольское, Севастопольское, Севастополь - город федерального значения;89:1:3
Терновское, Севастопольское, Севастополь - город федерального значения;89:1:4
